"1111","1112","1116","1123","1131","1132","1133","1134","1136","1141","1142","1143","1144","1146","1212","1213","1222","1223","1224","1225","1231","1232","1233","1234","1235","1236","1241","1242","1243","1244","1245","1246","1312","1321","1322","1323","1324","1325","1332","1333","1334","1335","1336","1342","1343","1344","1345","1346","1411","1414","1416","1421","1423","1425","1431","1432","1433","1434","1435","1441","1442","1443","1444","1445","1512","1521","1523","1531","1532","1533","1541","2111","2116","2122","2123","2126","2131","2132","2133","2134","2135","2136","2141","2142","2143","2146","2213","2221","2222","2223","2224","2231","2232","2233","2234","2235","2241","2242","2243","2244","2245","2246","2311","2312","2314","2321","2322","2323","2324","2325","2326","2331","2332","2333","2334","2335","2336","2341","2342","2343","2344","2345","2346","2411","2412","2414","2421","2422","2423","2424","2425","2431","2432","2433","2434","2435","2436","2441","2442","2443","2444","2445","2456","2511","2521","2522","2531","2532","2542","2543","length"
"5","1","22","2","11","6","8","3","22","2","5","2","1","4","2","1","6","2","2","1","2","18","30","4","12","1","3","6","26","17","4","2","1","1","2","4","2","1","14","24","10","10","1","11","26","9","19","1","1","2","1","2","2","1","1","11","21","11","10","1","6","14","4","12","2","1","1","1","10","2","1","8","9","4","2","2","3","7","7","1","1","8","1","2","1","4","1","3","7","7","2","4","34","29","6","1","3","20","27","9","2","2","3","3","1","2","14","7","1","1","1","3","31","33","14","11","4","2","17","39","18","7","1","2","4","1","2","6","4","1","1","1","27","29","12","5","2","3","8","18","11","4","1","2","1","4","2","8","1","1","150"
